,state,customer_lifetime_value,education,gender,income,monthly_premium_auto,number_of_open_complaints,policy_type,total_claim_amount,vehicle_class,sales_channel,response
10060,arizona,4155.946211,bachelor,male,0,62,,corporate auto,446.4,four-door car,agent,no
10061,california,27776.28906,bachelor,male,88220,230,0.0,personal auto,151.528482,luxury car,call center,no
10062,california,8685.91529,college,male,87544,109,1.0,corporate auto,523.2,suv,branch,no
10063,oregon,3142.81161,college,female,60108,78,0.0,personal auto,507.060901,four-door car,agent,no
10064,washington,6162.369756,high school or below,male,0,89,0.0,personal auto,941.347502,four-door car,agent,no
10065,oregon,3105.35094,high school or below,female,97234,78,0.0,personal auto,317.982567,,branch,no
10066,california,2921.930882,master,male,63499,73,0.0,personal auto,278.964095,four-door car,agent,no
10067,arizona,36516.0456,college,male,89771,114,0.0,personal auto,432.409662,suv,agent,no
10068,arizona,13197.92893,college,female,0,68,3.0,personal auto,326.4,four-door car,agent,yes
10069,oregon,2693.606981,high school or below,female,0,74,0.0,personal auto,355.2,four-door car,branch,no
10070,washington,8382.630118,high school or below,male,19683,117,1.0,corporate auto,561.6,sports car,web,yes
10071,,2542.845763,college,female,37072,64,0.0,personal auto,307.2,four-door car,call center,
10072,washington,25360.10404,bachelor,male,21442,108,0.0,corporate auto,518.4,suv,agent,no
10073,arizona,7988.258292,high school or below,female,77330,99,0.0,personal auto,99.257608,four-door car,web,no
10074,washington,4422.883059,college,female,21124,112,0.0,corporate auto,733.319294,suv,web,no
10075,oregon,8207.858272,high school or below,female,0,110,0.0,special auto,686.90827,sports car,agent,no
10076,washington,10656.88195,bachelor,female,72540,88,0.0,corporate auto,631.743039,two-door car,call center,yes
10077,nevada,23295.06014,college,female,86481,65,0.0,corporate auto,189.971267,two-door car,agent,no
10078,arizona,8296.176276,doctor,male,0,111,0.0,personal auto,672.91665,suv,web,no
10079,california,19393.21145,college,female,70503,164,1.0,corporate auto,41.05291,suv,agent,no
10080,california,21423.63723,bachelor,male,0,65,0.0,corporate auto,312.0,two-door car,agent,yes
10081,california,4943.386117,college,female,44762,62,0.0,corporate auto,114.51444,four-door car,branch,no
10082,oregon,5245.683756,master,female,46061,65,0.0,personal auto,21.612658,two-door car,branch,no
10083,california,18939.50603,high school or below,female,21911,67,,corporate auto,705.42264,four-door car,agent,no
10084,nevada,26199.52707,bachelor,male,20346,74,0.0,corporate auto,358.643521,two-door car,agent,no
10085,oregon,28622.31443,college,male,35442,239,0.0,personal auto,1147.2,luxury car,branch,no
10086,arizona,15055.53836,college,male,83283,193,1.0,personal auto,273.702709,luxury car,branch,no
10087,california,7247.206475,college,female,63267,92,0.0,personal auto,530.340202,four-door car,agent,no
10088,arizona,8044.872393,bachelor,male,71391,67,0.0,personal auto,284.000172,four-door car,agent,yes
10089,arizona,11315.20373,bachelor,female,11885,101,0.0,personal auto,484.8,four-door car,agent,yes
10090,california,3979.282641,college,male,42633,101,0.0,corporate auto,285.048692,suv,agent,no
10091,arizona,7366.093547,high school or below,male,30250,93,0.0,personal auto,398.100233,four-door car,call center,no
10092,oregon,14014.10119,college,female,39018,117,0.0,personal auto,561.6,suv,branch,no
10093,oregon,5552.331515,college,female,35011,70,0.0,personal auto,215.728468,four-door car,call center,no
10094,oregon,2321.052528,college,female,0,66,0.0,personal auto,508.703134,two-door car,branch,no
10095,oregon,7779.588181,bachelor,female,90969,65,0.0,personal auto,190.751345,four-door car,agent,no
10096,,13027.41984,college,female,76456,83,1.0,personal auto,42.693918,four-door car,web,
10097,arizona,8634.355958,college,female,25073,79,0.0,personal auto,379.2,four-door car,branch,no
10098,oregon,2707.20846,college,male,80985,67,0.0,personal auto,124.933587,four-door car,agent,no
10099,arizona,4048.722426,bachelor,female,0,118,0.0,personal auto,566.4,four-door car,web,no
10100,california,40235.9731,master,female,77143,125,3.0,personal auto,176.006384,suv,agent,no
10101,,3771.617797,college,female,0,103,1.0,personal auto,685.227276,suv,branch,
10102,nevada,4479.494223,bachelor,male,18505,66,4.0,personal auto,316.8,four-door car,web,no
10103,arizona,6613.973653,bachelor,female,0,63,0.0,personal auto,676.391482,four-door car,branch,no
10104,washington,2899.702858,college,female,65247,72,0.0,corporate auto,381.238176,four-door car,agent,no
10105,california,4814.350556,college,male,0,67,0.0,personal auto,482.4,,agent,no
10106,california,2897.278535,college,male,75041,74,0.0,personal auto,56.05058,four-door car,agent,no
10107,oregon,7507.455372,college,male,60920,64,0.0,personal auto,231.201886,,agent,yes
10108,california,13749.37083,college,female,82753,114,0.0,personal auto,264.666921,four-door car,web,no
10109,arizona,12741.84754,bachelor,female,73054,106,1.0,personal auto,419.365958,suv,branch,yes
10110,oregon,2803.59608,bachelor,female,60707,70,0.0,corporate auto,327.061103,four-door car,web,no
10111,oregon,11599.50219,high school or below,female,67616,96,0.0,personal auto,340.306584,four-door car,agent,no
10112,oregon,9101.523916,college,male,48029,116,0.0,personal auto,556.8,suv,agent,no
10113,california,9955.490835,bachelor,male,0,96,0.0,personal auto,460.8,four-door car,call center,no
10114,nevada,2783.583044,bachelor,male,42297,71,0.0,personal auto,200.38673,four-door car,agent,no
10115,california,7614.830065,college,female,35045,96,0.0,personal auto,420.606785,four-door car,agent,no
10116,arizona,7034.345804,bachelor,male,23158,63,3.0,personal auto,302.4,,branch,no
10117,washington,9901.278118,master,male,0,134,0.0,personal auto,643.2,suv,agent,no
10118,oregon,3360.44356,master,male,74918,85,0.0,special auto,314.246507,two-door car,branch,no
10120,arizona,16301.9676,master,female,19614,85,0.0,personal auto,574.024018,two-door car,agent,yes
10121,oregon,8271.906799,college,male,62912,69,0.0,personal auto,168.358644,two-door car,branch,no
10122,california,3681.253483,college,male,0,98,0.0,personal auto,354.939043,,web,no
10123,california,25805.26839,high school or below,male,22711,82,0.0,personal auto,393.6,two-door car,branch,no
10125,nevada,8810.89555,bachelor,female,76266,110,1.0,personal auto,155.708627,two-door car,branch,no
10126,nevada,2224.768,college,male,0,68,0.0,personal auto,326.4,four-door car,web,no
10127,california,10593.59462,college,male,94042,132,0.0,corporate auto,633.6,suv,branch,no
10128,california,2754.461855,high school or below,female,25151,69,0.0,corporate auto,318.040989,four-door car,agent,no
10129,oregon,41787.90343,high school or below,female,46587,119,2.0,personal auto,571.2,,call center,yes
10131,oregon,6185.9699,college,male,28001,83,0.0,personal auto,438.778537,two-door car,agent,no
10132,california,5565.693282,high school or below,male,74720,70,0.0,personal auto,200.812425,two-door car,agent,no
10133,oregon,5189.289582,bachelor,male,82166,134,3.0,personal auto,643.2,,agent,no
10134,arizona,7890.597705,high school or below,female,0,112,3.0,personal auto,747.658769,four-door car,call center,no
10136,oregon,8332.730557,college,male,0,79,0.0,personal auto,379.2,four-door car,web,no
10137,california,2471.528431,high school or below,male,95697,61,0.0,special auto,114.273025,two-door car,agent,yes
10138,california,20864.30762,college,female,0,61,0.0,special auto,216.08671,four-door car,branch,no
10139,california,6721.893743,college,female,36510,84,0.0,personal auto,286.781601,four-door car,call center,no
10140,arizona,2661.729688,bachelor,female,24152,72,2.0,personal auto,345.6,four-door car,branch,no
10141,oregon,2337.356699,bachelor,male,0,65,0.0,corporate auto,468.0,four-door car,agent,no
10142,arizona,4819.183706,college,male,74730,61,0.0,personal auto,421.235276,four-door car,branch,no
10143,,7284.445594,college,female,44605,91,,personal auto,436.8,four-door car,branch,
10144,california,8434.464067,bachelor,male,44216,71,0.0,personal auto,72.205362,four-door car,agent,no
10145,nevada,8640.753192,bachelor,female,33402,109,0.0,personal auto,71.053011,suv,web,no
10146,california,5881.813596,high school or below,female,86812,73,0.0,personal auto,45.472477,four-door car,agent,no
10147,oregon,2810.464447,bachelor,male,26790,71,0.0,corporate auto,340.8,two-door car,agent,yes
10148,california,2859.799774,college,male,98879,73,1.0,personal auto,108.667642,four-door car,call center,no
10149,california,18939.50603,high school or below,female,21911,67,0.0,corporate auto,705.42264,four-door car,agent,no
10150,arizona,24338.51185,high school or below,female,73692,67,0.0,personal auto,24.843535,two-door car,branch,no
10151,california,3075.594979,bachelor,male,65017,81,4.0,personal auto,301.841073,four-door car,web,no
10152,,6165.557517,bachelor,female,0,88,0.0,special auto,653.65668,two-door car,web,
10153,arizona,17738.2012,high school or below,female,65348,110,0.0,corporate auto,134.120531,sports car,branch,no
10154,washington,7298.583562,bachelor,male,74069,63,2.0,personal auto,275.516438,two-door car,agent,no
10155,oregon,3649.658983,high school or below,male,19013,95,0.0,corporate auto,456.0,four-door car,call center,no
10156,california,7451.49202,bachelor,male,0,107,0.0,personal auto,770.4,suv,agent,no
10157,oregon,5143.88351,bachelor,male,39268,66,1.0,personal auto,188.870427,four-door car,agent,no
10158,washington,5609.082494,college,female,44705,71,0.0,personal auto,148.173152,two-door car,branch,no
10159,arizona,2840.899849,college,female,0,80,1.0,personal auto,962.526106,two-door car,branch,no
10160,arizona,8807.486831,high school or below,female,26864,78,0.0,special auto,374.4,four-door car,agent,no
10161,oregon,9552.926922,college,female,97732,79,0.0,personal auto,289.9122,four-door car,branch,no
10162,arizona,9032.370378,bachelor,female,0,82,0.0,personal auto,157.208336,,branch,no
10163,california,8738.299629,doctor,male,91890,107,0.0,personal auto,156.617415,suv,agent,no
10164,oregon,11064.29047,high school or below,male,29484,93,0.0,personal auto,446.4,two-door car,branch,no
10165,california,16473.16905,bachelor,male,22828,106,0.0,personal auto,508.8,suv,agent,yes
10166,oregon,7281.247847,college,male,0,103,0.0,personal auto,494.4,suv,call center,no
10167,washington,7863.02773,college,female,0,72,0.0,corporate auto,732.352745,two-door car,branch,no
10168,california,2969.593296,high school or below,male,46131,74,0.0,personal auto,355.2,two-door car,branch,no
10169,,22235.01011,college,male,80355,187,1.0,corporate auto,897.6,luxury car,web,
10170,arizona,2476.046413,master,female,54831,61,0.0,personal auto,136.2171,four-door car,agent,no
10171,arizona,2872.669164,bachelor,female,79681,73,,personal auto,9.160139,four-door car,agent,no
10172,washington,5167.357134,master,male,30376,66,0.0,personal auto,316.8,four-door car,web,no
10174,oregon,8414.942855,college,male,72258,105,0.0,personal auto,12.497538,suv,branch,no
10175,california,11955.39598,college,female,71587,99,0.0,personal auto,133.103003,two-door car,agent,no
10176,arizona,32677.34284,doctor,male,39393,121,0.0,personal auto,491.151197,suv,agent,no
10177,nevada,3589.372361,college,female,30944,92,,personal auto,348.216284,four-door car,web,no
10178,nevada,7377.231238,college,male,0,69,0.0,personal auto,331.2,four-door car,branch,no
10179,arizona,4358.553534,bachelor,female,0,118,0.0,corporate auto,101.826804,sports car,agent,no
10180,california,4636.54647,college,male,26802,66,1.0,personal auto,316.8,two-door car,agent,yes
10181,oregon,16699.46158,bachelor,female,81400,104,0.0,special auto,499.2,four-door car,web,no
10182,california,12743.35175,bachelor,male,99583,64,0.0,personal auto,99.674341,four-door car,branch,no
10184,nevada,5384.015304,college,female,30514,72,2.0,personal auto,154.049617,four-door car,web,no
10185,arizona,13891.67638,college,female,70725,70,0.0,corporate auto,336.0,four-door car,web,no
10186,arizona,4938.21454,high school or below,female,76283,61,0.0,corporate auto,292.8,four-door car,agent,no
10187,oregon,6827.178202,bachelor,female,0,103,2.0,personal auto,2.455033,suv,agent,no
10188,washington,2273.62059,bachelor,female,0,73,4.0,personal auto,801.022368,four-door car,web,no
10189,oregon,13226.22345,bachelor,female,0,190,,special auto,1398.023248,luxury car,call center,no
10190,oregon,2435.245577,bachelor,male,0,72,0.0,personal auto,345.6,two-door car,web,no
10191,washington,2514.59196,high school or below,female,43860,65,0.0,corporate auto,156.124914,four-door car,agent,yes
10192,washington,27440.61101,high school or below,male,84306,137,0.0,personal auto,863.413385,,agent,no
10193,california,11072.03193,bachelor,male,58971,94,1.0,corporate auto,318.882053,four-door car,agent,no
10194,oregon,5426.863953,high school or below,male,23105,69,0.0,personal auto,331.2,two-door car,agent,no
10195,oregon,10377.36842,high school or below,male,0,95,0.0,personal auto,579.452318,two-door car,web,no
10196,nevada,14195.36028,bachelor,female,86355,118,,personal auto,285.418473,sports car,agent,no
10197,arizona,6431.736287,high school or below,male,21238,95,4.0,personal auto,456.0,four-door car,call center,no
10198,california,2319.818549,bachelor,male,14660,61,0.0,personal auto,396.608751,four-door car,call center,no
10199,oregon,2915.649943,doctor,female,83218,72,0.0,personal auto,245.103885,four-door car,agent,no
10200,california,3457.154249,college,female,0,91,0.0,personal auto,245.673365,four-door car,web,no
10201,oregon,8598.185237,high school or below,male,38113,73,0.0,personal auto,203.640251,four-door car,agent,no
10202,oregon,16531.70376,master,male,75526,103,1.0,personal auto,494.4,four-door car,branch,no
10203,arizona,6218.662593,high school or below,male,51944,156,0.0,corporate auto,748.8,sports car,agent,no
10204,oregon,19079.09518,high school or below,female,42754,65,4.0,personal auto,279.715067,two-door car,agent,no
10205,california,10248.89802,college,male,52693,129,0.0,personal auto,619.2,suv,branch,no
10206,nevada,10003.24729,bachelor,male,98192,84,1.0,personal auto,403.2,four-door car,agent,no
10207,california,6521.368813,college,female,72608,82,3.0,personal auto,393.6,four-door car,agent,yes
10208,oregon,5261.419836,bachelor,male,38466,68,0.0,personal auto,204.685796,two-door car,agent,no
10209,,9114.276632,bachelor,male,85942,116,2.0,personal auto,79.340118,four-door car,agent,
10210,oregon,25807.063,college,female,71210,214,1.0,corporate auto,1027.2,,branch,yes
10211,california,5004.583872,master,female,33566,63,1.0,personal auto,205.043307,four-door car,call center,no
10212,california,15558.44195,bachelor,female,62922,194,0.0,corporate auto,1121.633645,luxury car,agent,no
10213,oregon,5600.496541,doctor,female,68665,69,0.0,personal auto,331.2,two-door car,call center,no
10214,arizona,7772.579276,college,male,74755,195,0.0,personal auto,1404.0,luxury car,web,no
10215,arizona,16985.49688,bachelor,female,22497,212,0.0,special auto,1017.6,luxury car,branch,no
10217,oregon,3176.865609,bachelor,female,35551,81,1.0,personal auto,565.108501,four-door car,branch,no
10218,california,5284.041003,bachelor,male,61542,67,0.0,personal auto,321.6,four-door car,agent,no
10219,oregon,29577.28414,college,male,0,106,0.0,personal auto,763.2,two-door car,call center,no
10220,oregon,4774.747415,bachelor,female,0,70,0.0,personal auto,336.0,four-door car,call center,no
10221,california,7427.501786,bachelor,male,28848,96,0.0,corporate auto,450.596865,two-door car,branch,no
10222,washington,6273.173441,college,female,20836,79,0.0,corporate auto,193.57032,four-door car,branch,no
10223,washington,2382.706153,doctor,male,0,65,0.0,corporate auto,312.0,four-door car,web,no
10224,california,11003.01645,college,male,22926,93,0.0,corporate auto,479.934846,four-door car,web,no
10225,arizona,4624.557568,master,female,28264,61,4.0,corporate auto,167.889924,four-door car,agent,no
10226,california,7131.731291,high school or below,male,0,103,0.0,corporate auto,741.6,sports car,call center,no
10227,arizona,8133.157212,bachelor,female,32021,70,0.0,personal auto,336.0,four-door car,call center,no
10228,oregon,2712.832687,high school or below,male,39618,68,0.0,corporate auto,326.4,four-door car,agent,no
10229,washington,7703.397294,high school or below,male,36765,66,1.0,personal auto,320.849072,four-door car,call center,no
10230,california,2957.102851,college,male,94362,74,0.0,personal auto,195.405949,two-door car,agent,no
10231,nevada,6601.611299,high school or below,male,0,194,0.0,corporate auto,2306.508397,luxury suv,web,no
10232,oregon,8409.067687,high school or below,female,33397,106,0.0,personal auto,508.8,suv,call center,no
10233,nevada,16936.27147,bachelor,female,39411,217,2.0,personal auto,1122.658899,luxury car,branch,no
10234,washington,3449.494119,bachelor,female,25236,89,0.0,personal auto,427.2,four-door car,call center,no
10235,oregon,4884.15708,high school or below,female,21766,62,0.0,corporate auto,179.14181,four-door car,agent,no
10236,arizona,12780.276,master,female,33514,105,0.0,personal auto,265.215014,sports car,branch,no
10238,arizona,5876.373894,high school or below,male,97026,73,0.0,personal auto,97.417808,two-door car,call center,no
10239,oregon,23981.54344,bachelor,female,84365,66,0.0,personal auto,316.8,four-door car,branch,no
10240,california,7804.022473,high school or below,male,70833,193,0.0,personal auto,926.4,luxury suv,web,no
10241,california,5999.380228,college,male,26303,165,0.0,personal auto,956.589903,suv,agent,no
10242,arizona,7444.814633,college,female,56047,92,0.0,corporate auto,82.733588,four-door car,agent,no
10243,california,2560.691306,high school or below,male,30027,65,0.0,personal auto,312.0,four-door car,branch,no
10244,arizona,2747.429661,doctor,female,83502,68,0.0,personal auto,368.963633,four-door car,branch,no
10245,,8146.271602,college,female,92777,68,2.0,personal auto,158.041549,two-door car,web,
10247,california,7356.383518,bachelor,female,33089,61,0.0,personal auto,292.8,four-door car,web,no
10248,oregon,4112.841668,high school or below,female,25030,113,4.0,personal auto,542.4,sports car,branch,no
10249,oregon,6418.849149,bachelor,male,0,63,0.0,personal auto,556.85728,two-door car,call center,no
10250,nevada,8502.237137,bachelor,female,12843,111,0.0,corporate auto,1143.494486,four-door car,branch,no
10251,oregon,13057.17071,bachelor,male,48804,112,1.0,corporate auto,537.6,four-door car,branch,no
10252,nevada,7591.109246,bachelor,male,0,105,0.0,corporate auto,504.0,suv,agent,no
10253,oregon,2652.289648,doctor,female,0,73,0.0,personal auto,490.690995,four-door car,branch,no
10254,oregon,15512.24997,college,male,54833,198,3.0,corporate auto,1396.702365,,agent,no
10255,california,5075.66267,high school or below,male,23082,65,0.0,special auto,312.0,four-door car,branch,no
10256,california,13197.92893,college,female,0,68,3.0,personal auto,326.4,four-door car,agent,yes
10257,arizona,9220.013197,high school or below,male,0,136,0.0,personal auto,979.2,suv,agent,no
10258,arizona,5007.672425,college,male,51523,62,,personal auto,297.6,four-door car,agent,no
10259,california,4974.8733,college,female,48139,63,0.0,personal auto,329.494,four-door car,call center,no
10260,oregon,2628.468543,college,female,99961,66,2.0,personal auto,316.8,four-door car,agent,no
10262,oregon,5285.314179,high school or below,female,65096,67,,personal auto,321.6,four-door car,call center,no
10263,california,5376.88732,college,male,30039,70,0.0,corporate auto,498.612632,four-door car,agent,no
10264,arizona,2395.57,doctor,female,21986,63,0.0,personal auto,333.696228,two-door car,branch,yes
10265,california,2721.749756,bachelor,male,22885,73,,corporate auto,386.245297,four-door car,web,no
10266,washington,9470.273932,high school or below,female,36121,118,0.0,personal auto,1107.145019,four-door car,call center,no
10267,arizona,16355.31386,college,male,29439,146,,personal auto,700.8,suv,call center,no
10268,oregon,2489.662064,high school or below,male,0,74,0.0,corporate auto,532.8,four-door car,branch,no
10269,oregon,4463.607161,bachelor,female,0,62,0.0,personal auto,567.343266,four-door car,branch,no
10271,oregon,3839.143697,bachelor,female,70146,96,0.0,personal auto,157.440069,four-door car,branch,no
10272,california,2748.933734,high school or below,male,55964,69,0.0,personal auto,496.8,four-door car,branch,no
10273,washington,3157.742637,high school or below,male,58248,80,0.0,corporate auto,134.371323,four-door car,branch,no
10274,california,4781.821034,master,female,30361,119,1.0,personal auto,373.289571,four-door car,branch,no
10277,california,8391.133455,high school or below,male,40211,106,2.0,personal auto,710.740743,two-door car,call center,no
10278,oregon,3567.503755,bachelor,male,0,102,,personal auto,660.430456,suv,agent,yes
10279,washington,9655.442955,high school or below,male,0,100,2.0,personal auto,720.0,suv,call center,no
10280,nevada,5123.768112,high school or below,male,0,74,0.0,personal auto,772.798511,two-door car,agent,no
10281,nevada,2858.452328,high school or below,female,40706,71,0.0,personal auto,166.123172,four-door car,agent,no
10282,,25390.54546,high school or below,female,19359,129,0.0,personal auto,928.8,sports car,call center,
10283,california,10083.48688,high school or below,female,11828,90,0.0,personal auto,571.479602,four-door car,agent,yes
10284,arizona,16265.58682,bachelor,female,85322,134,0.0,personal auto,735.491986,suv,agent,no
10285,nevada,4772.943848,high school or below,male,20993,133,0.0,personal auto,638.4,suv,agent,yes
10286,california,4759.664624,college,male,0,81,3.0,personal auto,388.8,four-door car,agent,no
10287,nevada,5039.389325,bachelor,female,0,74,0.0,personal auto,355.2,four-door car,call center,no
10288,nevada,8131.779152,high school or below,female,93715,102,2.0,personal auto,254.83769,suv,web,no
10289,california,7390.903278,college,male,30449,92,0.0,personal auto,501.092992,four-door car,agent,no
10290,oregon,8940.579278,bachelor,male,95351,111,0.0,personal auto,406.48025,sports car,web,no
10291,arizona,8430.059143,high school or below,female,0,74,0.0,personal auto,47.502366,four-door car,branch,no
10292,oregon,4583.100889,high school or below,male,22728,116,0.0,personal auto,556.8,four-door car,call center,no
10293,oregon,5020.473987,college,male,67890,63,0.0,personal auto,174.08854,,agent,no
10294,oregon,13295.60284,high school or below,female,68009,110,0.0,personal auto,528.0,suv,call center,no
10295,california,8960.280213,master,female,71943,112,0.0,corporate auto,305.653785,suv,agent,no
10296,washington,2333.609334,bachelor,male,25772,64,0.0,personal auto,307.2,four-door car,call center,no
10297,arizona,5017.610845,college,female,91804,62,0.0,special auto,388.80286,four-door car,agent,no
10298,california,4834.710493,college,female,38713,66,4.0,personal auto,316.8,four-door car,call center,yes
10299,oregon,8276.44416,high school or below,male,0,82,0.0,personal auto,590.4,,branch,no
10300,california,8732.090534,high school or below,female,51205,72,0.0,personal auto,185.530076,two-door car,branch,no
10301,,35227.29912,high school or below,female,23031,148,0.0,special auto,710.4,suv,web,
10302,nevada,24709.59957,high school or below,female,24213,78,1.0,personal auto,374.4,,agent,no
10303,california,4899.231772,high school or below,female,0,63,0.0,personal auto,302.4,two-door car,agent,no
10304,arizona,7121.080412,college,female,0,96,0.0,personal auto,460.8,four-door car,agent,no
10305,nevada,10656.88195,bachelor,female,72540,88,0.0,personal auto,631.743039,two-door car,call center,yes
10306,oregon,5426.136238,master,male,0,71,0.0,corporate auto,407.99684,four-door car,agent,no
10307,oregon,2521.161048,college,female,19637,67,0.0,personal auto,333.138214,four-door car,branch,no
10308,nevada,6625.472768,high school or below,female,0,88,0.0,personal auto,539.280951,four-door car,agent,no
10309,washington,5185.797582,master,female,99428,64,1.0,personal auto,48.046869,four-door car,call center,no
10310,oregon,9415.901707,high school or below,male,0,133,0.0,special auto,1361.993232,sports car,agent,no
10311,nevada,7983.431709,high school or below,female,36014,69,3.0,special auto,173.956072,four-door car,branch,no
10312,california,4312.642503,master,female,25404,112,0.0,personal auto,578.175234,suv,branch,no
10313,california,2957.764017,doctor,female,83318,73,0.0,personal auto,211.336937,two-door car,web,no
10314,california,3732.568536,high school or below,female,0,106,0.0,personal auto,879.42749,sports car,agent,no
10315,california,9566.839884,doctor,male,53375,79,0.0,personal auto,127.322656,four-door car,agent,no
10316,oregon,5640.021911,high school or below,male,41396,70,0.0,special auto,336.0,four-door car,branch,no
10317,arizona,3719.247732,high school or below,male,40968,97,1.0,personal auto,465.6,four-door car,agent,no
10318,,2618.80573,college,male,0,74,0.0,personal auto,470.956628,four-door car,agent,
10320,california,5073.282126,doctor,male,57709,125,0.0,corporate auto,600.0,suv,branch,yes
10321,oregon,7805.31287,college,female,21073,106,1.0,personal auto,508.8,suv,agent,yes
10322,arizona,8408.317401,college,male,82800,70,0.0,corporate auto,442.194796,four-door car,agent,no
10323,california,3358.660979,high school or below,female,77309,83,0.0,personal auto,596.320943,,agent,no
10324,california,5095.365993,bachelor,female,69461,64,0.0,personal auto,101.417253,two-door car,branch,no
10325,oregon,11124.20636,college,male,42596,96,0.0,personal auto,42.293622,four-door car,web,no
10326,california,6042.618486,bachelor,male,0,83,0.0,personal auto,904.385726,two-door car,web,no
10327,oregon,5470.181751,college,male,24910,69,0.0,personal auto,746.107437,two-door car,agent,no
10328,oregon,6519.287872,master,male,38795,82,1.0,corporate auto,393.6,two-door car,branch,no
10329,arizona,11469.62991,high school or below,female,10384,151,0.0,personal auto,914.434097,suv,agent,no
10330,california,5182.462266,master,male,0,135,1.0,personal auto,939.528475,suv,call center,no
10332,california,26338.58626,bachelor,female,60970,110,0.0,personal auto,94.496547,,agent,no
10333,california,20314.44095,college,male,42218,180,3.0,personal auto,212.130344,luxury car,call center,no
10334,washington,3679.142115,master,male,60804,92,0.0,personal auto,213.225001,four-door car,agent,no
10335,oregon,7771.158973,master,male,21876,68,0.0,personal auto,465.41477,four-door car,agent,no
10336,,14566.09246,high school or below,male,52564,122,0.0,personal auto,42.131925,suv,branch,
10337,oregon,8277.74558,college,female,45257,103,0.0,corporate auto,494.4,two-door car,call center,no
10338,oregon,13552.77776,high school or below,male,0,62,2.0,corporate auto,446.4,two-door car,agent,no
10339,,2971.919417,bachelor,female,83873,76,1.0,personal auto,218.374041,two-door car,branch,
10340,california,3240.667531,high school or below,female,30646,81,0.0,corporate auto,128.57791,four-door car,agent,no
10341,california,6282.079645,bachelor,male,42314,80,0.0,personal auto,56.39419,four-door car,web,no
10342,nevada,5580.960642,master,male,25180,70,0.0,personal auto,235.895575,four-door car,branch,no
10343,nevada,3494.147878,high school or below,male,35001,96,3.0,personal auto,460.8,four-door car,web,no
10344,california,5492.388442,bachelor,male,74271,136,0.0,personal auto,174.327925,sports car,call center,no
10345,nevada,7341.794924,high school or below,female,27649,63,0.0,personal auto,302.4,four-door car,web,no
10346,california,17530.03658,doctor,male,0,97,0.0,corporate auto,469.229028,four-door car,web,no
10347,,42937.34691,college,female,64937,122,0.0,corporate auto,328.82872,suv,agent,
10348,nevada,8663.363959,doctor,female,67763,107,2.0,personal auto,41.283167,four-door car,web,no
10349,,4916.577034,bachelor,female,21907,62,0.0,personal auto,2.96438,four-door car,agent,
10350,arizona,3528.044252,doctor,male,31278,92,4.0,personal auto,441.6,two-door car,branch,yes
10352,oregon,7908.452072,college,male,94303,65,0.0,personal auto,149.688222,four-door car,call center,no
10353,washington,8414.080425,master,female,59828,104,0.0,personal auto,499.2,suv,call center,no
10354,nevada,5715.312991,bachelor,male,84183,72,0.0,personal auto,255.565349,four-door car,agent,no
10355,california,2374.80917,college,female,0,64,0.0,corporate auto,380.822087,four-door car,agent,no
10356,washington,2980.464566,college,male,72669,74,0.0,personal auto,332.76894,four-door car,agent,no
10357,california,5457.259678,bachelor,female,50044,139,0.0,personal auto,667.2,suv,call center,no
10358,california,2288.763508,college,male,0,63,0.0,personal auto,344.288189,four-door car,web,no
10359,nevada,6671.766636,bachelor,male,0,183,0.0,personal auto,1317.6,luxury suv,agent,no
10360,nevada,11308.47178,college,female,0,66,0.0,personal auto,316.8,four-door car,branch,no
10361,nevada,14566.09246,high school or below,male,52564,122,0.0,personal auto,42.131925,suv,branch,no
10362,arizona,3330.672761,high school or below,female,45944,83,0.0,personal auto,182.948495,two-door car,call center,no
10363,nevada,8593.866533,master,female,91276,105,,personal auto,504.0,suv,call center,no
10364,arizona,5162.116944,bachelor,female,0,73,0.0,personal auto,809.532341,four-door car,branch,no
10365,arizona,19685.40911,high school or below,male,51524,244,0.0,personal auto,1171.2,luxury car,branch,no
10366,nevada,15762.60349,high school or below,male,39032,198,0.0,personal auto,950.4,suv,call center,no
10367,california,9587.33234,bachelor,male,39266,80,,personal auto,384.0,four-door car,branch,no
10368,oregon,5272.319663,bachelor,male,0,80,0.0,personal auto,576.0,four-door car,agent,no
10369,california,12767.23056,college,male,0,189,0.0,corporate auto,2201.327879,luxury car,branch,no
10371,oregon,4874.216555,college,male,92783,61,0.0,personal auto,6.671268,two-door car,agent,no
10372,oregon,26200.83423,college,male,68507,110,0.0,personal auto,140.196942,suv,agent,no
10373,oregon,10963.95723,high school or below,male,55687,276,0.0,corporate auto,1324.8,luxury suv,agent,yes
10374,washington,3094.320237,college,female,20954,78,0.0,special auto,534.501024,four-door car,agent,no
10375,oregon,2450.880954,bachelor,male,82695,62,0.0,personal auto,217.945243,four-door car,web,no
10376,california,7901.744238,high school or below,male,0,113,0.0,personal auto,1258.327804,,call center,no
10377,oregon,9880.38582,master,female,36576,125,1.0,personal auto,113.450122,suv,agent,no
10378,oregon,5568.984683,college,male,53997,69,0.0,personal auto,345.158393,four-door car,branch,no
10379,oregon,2520.301352,bachelor,male,56228,65,0.0,personal auto,276.877348,two-door car,call center,no
10380,arizona,7949.28426,doctor,male,63688,99,0.0,personal auto,475.2,four-door car,branch,no
